,NOMBRE,CONTROL,TIPO_MONITOREO,COSTO_MATRICULA,ESTADO,INGRESOS_FAMILIARES_M1,INGRESOS_FAMILIARES_H2,Labels_3Clusters
75,Jna Institute of Culinary Arts,3,0,11075.0,43,0.103174603,0.04793951204880309,0
76,DeVry University-Missouri,3,0,16010.0,28,0.1259623544467344,0.04793951204880309,0
77,University of Phoenix-Columbia Campus,3,0,10231.0,47,0.135500822,0.015967208,0
78,Loyola University Chicago,2,0,35573.0,17,0.14186649974413781,0.0711596745923386,0
79,Prism Career Institute-Cherry Hill,3,0,24990.0,36,0.122276029,0.016949153,0
80,Chatham University,2,0,32454.0,43,0.14186649974413781,0.0711596745923386,0
82,Los Angeles Film School,3,0,29500.0,5,0.116894977,0.039726027,0
85,Trine University,2,0,28850.0,18,0.14186649974413781,0.0711596745923386,0
86,Lincoln Technical Institute-Union,3,0,27248.0,36,0.1259623544467344,0.04793951204880309,0
88,Brensten Education,3,0,15997.0,56,0.199121523,0.014641288,0
91,Marinello Schools of Beauty-Reno,3,0,19910.0,38,0.133187773,0.024017467,0
93,University of Denver,2,0,40707.0,6,0.14186649974413781,0.0711596745923386,0
94,Everest College-City of Industry,3,0,14076.0,5,0.108908582,0.009794776,0
95,Demmons School of Beauty,3,0,6112.0,21,0.1259623544467344,0.0,0
96,Milan Institute of Cosmetology-La Quinta,3,0,16184.0,5,0.108718305,0.009030914,0
98,University of Great Falls,2,0,20960.0,31,0.14186649974413781,0.0711596745923386,0
100,Academy of Hair Design-Oklahoma City,3,0,15100.0,41,0.1259623544467344,0.04793951204880309,0
103,Simpson University,2,0,23300.0,5,0.153735632,0.064655172,0
104,Keiser University-Jacksonville,2,0,16284.0,10,0.14186649974413781,0.0711596745923386,0
105,The Hair Academy Inc,3,0,10475.0,12,0.1259623544467344,0.0,0
110,Everest Institute-Grand Rapids,3,0,18556.0,26,0.104495268,0.010252366,0
111,Empire Beauty School-Tucson,3,0,16000.0,4,0.107438017,0.020443671,0
112,Bryant & Stratton College-Milwaukee,3,0,16565.0,56,0.104719336,0.011435537,0
113,Rosel School of Cosmetology,3,0,10700.0,17,0.1259623544467344,0.0,0
114,ITT Technical Institute-Pittsburgh,3,0,18048.0,43,0.1259623544467344,0.04793951204880309,0
115,Empire Beauty School-Laconia,3,0,18495.0,35,0.092783505,0.051546392,0
116,Heritage College-Oklahoma City,3,0,23538.0,41,0.110684932,0.011506849,0
118,Fortis College-Ravenna,3,0,13174.0,40,0.1259623544467344,0.04793951204880309,0
119,Inter American University of Puerto Rico-Ponce,2,0,4674.0,44,0.14186649974413781,0.0711596745923386,0
120,Concordia College-New York,2,0,28095.0,39,0.175054705,0.129102845,0
121,Westwood College-South Bay,3,0,15122.0,5,0.142065142,0.019404019,0
123,Southwestern College,2,0,23886.0,19,0.230136986,0.069863014,0
124,Beulah Heights University,2,0,8940.0,12,0.11328125,0.0711596745923386,0
125,University of Phoenix-Maryland Campus,3,0,10240.0,23,0.135500822,0.015967208,0
126,University of Washington-Tacoma Campus,1,0,11902.0,55,0.15777064504154126,0.09437983713587411,0
127,Oceanside College of Beauty,3,0,14603.0,5,0.166666667,0.04793951204880309,0
129,Career Academy of Hair Design,3,0,12950.0,2,0.132992327,0.04793951204880309,0
130,Bryn Athyn College of the New Church,2,0,17724.0,43,0.12,0.152,0
132,Embry-Riddle Aeronautical University-Worldwide,2,0,7800.0,10,0.14186649974413781,0.0711596745923386,0
133,Eastern Hills Academy of Hair Design,3,0,17995.0,40,0.1259623544467344,0.04793951204880309,0
134,George Washington University,2,0,47343.0,8,0.14186649974413781,0.0711596745923386,0
135,St James Mercy Hospital School of Radiologic Science,2,1,5200.0,39,0.14186649974413781,0.0711596745923386,0
137,Eagle Gate College-Layton,3,0,15220.0,51,0.123730379,0.021237304,0
138,Roberts Wesleyan College,2,0,27364.0,39,0.168862275,0.131736527,0
139,Scioto County Career Technical Center,1,0,9135.0,40,0.105943153,0.09437983713587411,0
140,Miami-Jacobs Career College-Troy,3,0,12024.0,40,0.1259623544467344,0.04793951204880309,0
141,Kaplan College-Dallas,3,0,14780.0,50,0.117565699,0.007607192,0
142,Lincoln Technical Institute-Hamden,3,0,31475.0,7,0.13571572,0.057217426,0
143,Harris School of Business-Dover Campus,3,0,16735.0,9,0.093665768,0.014150943,0
144,Gurnick Academy of Medical Arts,3,0,28480.0,5,0.177520071,0.036574487,0
145,LeMelange Academy of Hair,3,0,19485.0,5,0.142857143,0.04793951204880309,0
147,Howard University,2,0,22683.0,8,0.14186649974413781,0.0711596745923386,0
150,The Salter School-Malden Campus,3,0,12700.0,22,0.1259623544467344,0.04793951204880309,0
152,South Hills Beauty Academy Inc,3,0,14450.0,43,0.15625,0.058035714,0
155,Estes Institute of Cosmetology Arts and Science,3,0,12575.0,5,0.181818182,0.0,0
156,Keene Beauty Academy,3,0,16355.0,35,0.1259623544467344,0.04793951204880309,0
159,Davis & Elkins College,2,0,24992.0,57,0.14186649974413781,0.0711596745923386,0
160,Bellefonte Academy of Beauty,3,0,15900.0,20,0.1259623544467344,0.04793951204880309,0
161,ECPI University-Richmond West,3,0,15035.0,52,0.1259623544467344,0.04793951204880309,0
162,Clovis Adult Education,1,0,10500.0,5,0.085106383,0.0,0
163,Northwest Career College,3,0,11890.0,38,0.157333333,0.04793951204880309,0
165,Mount Aloysius College,2,0,20268.0,43,0.151091703,0.086462882,0
167,Central Texas Beauty College-Temple,3,0,8700.0,50,0.120253165,0.0,0
169,SABER College,2,0,42475.0,10,0.136734694,0.0711596745923386,0
172,Hunter Business School,3,0,13440.0,39,0.1259623544467344,0.04793951204880309,0
174,The Salon Professional Academy-Great Falls,3,0,16200.0,31,0.194690266,0.0,0
176,Royale College of Beauty,3,0,15213.0,5,0.166666667,0.04793951204880309,0
177,The Art Institute of Cincinnati,3,0,23341.0,40,0.1259623544467344,0.04793951204880309,0
178,Everest College-Henderson,3,0,15552.0,38,0.14101531,0.02256245,0
180,Sanford-Brown Institute-Ft Lauderdale,3,0,15281.0,10,0.100715252,0.014305045,0
181,Ripon College,2,0,31604.0,56,0.14186649974413781,0.0711596745923386,0
182,Pierpont Community and Technical College,1,0,4150.0,57,0.11131304,0.047705588,0
184,Virginia Sewing Machines and School Center,3,0,11295.0,5,0.1259623544467344,0.04793951204880309,0
188,Texas Barber Colleges and Hairstyling Schools Branch Campus #5,3,0,12450.0,50,0.084255319,0.04793951204880309,0
189,Remington College-Mobile Campus,2,0,15995.0,1,0.100698487,0.00839847,0
191,National Aviation Academy of New England,3,0,34000.0,22,0.165016502,0.03960396,0
192,ITT Technical Institute-Seattle,3,0,18048.0,55,0.132614555,0.014555256,0
193,Iowa Wesleyan College,2,0,25550.0,15,0.171503958,0.084432718,0
194,Mount Mary University,2,0,25098.0,56,0.158150852,0.082725061,0
200,American Musical and Dramatic Academy,2,0,31820.0,39,0.14186649974413781,0.0711596745923386,0
201,Globe University-Woodbury,3,0,14040.0,27,0.145184136,0.032223796,0
203,In Session Arts of Cosmetology Beauty School,3,0,7200.0,26,0.1259623544467344,0.0,0
204,Le Cordon Bleu College of Culinary Arts-Cambridge,3,0,15768.0,22,0.1259623544467344,0.04793951204880309,0
206,McCann School of Business and Technology,3,0,9820.0,43,0.1259623544467344,0.04793951204880309,0
207,Sandusky Career Center,1,0,9905.0,40,0.130434783,0.09437983713587411,0
208,Strayer University-St Louis-Brentwood,3,0,15495.0,28,0.138014931,0.012998267,0
210,Sanford-Brown College-Middleburg Heights,3,0,15262.0,40,0.100715252,0.014305045,0
212,Baptist Memorial College of Health Sciences,2,0,12480.0,49,0.160762943,0.039509537,0
213,The Salon Professional Academy-Cincinnati,3,0,16840.0,40,0.102564103,0.041666667,0
214,Western Technical College,3,0,30746.0,50,0.163201008,0.04793951204880309,0
215,Southside Regional Medical Center Professional Schools,3,0,5695.0,52,0.1259623544467344,0.04793951204880309,0
217,Empire Beauty School-Queens,3,0,12860.0,39,0.097618118,0.022256931,0
218,Salter College-Chicopee,3,0,22580.0,22,0.1259623544467344,0.04793951204880309,0
222,Tulsa Welding School-Tulsa,3,0,11958.0,41,0.129064039,0.029802956,0
223,Bar Palma Beauty Careers Academy,3,0,17000.0,52,0.1259623544467344,0.0,0
226,Benes International School of Beauty,3,0,14600.0,10,0.101333333,0.04793951204880309,0
227,The College of Idaho,2,0,24055.0,16,0.14186649974413781,0.0711596745923386,0
229,San Joaquin Valley College-Ontario,3,0,17724.0,5,0.1259623544467344,0.04793951204880309,0
234,New York School for Medical and Dental Assistants,3,0,14250.0,39,0.094594595,0.04793951204880309,0
239,Sage School of Massage,3,0,11500.0,42,0.1259623544467344,0.04793951204880309,0
240,Washington University in St Louis,2,0,44841.0,28,0.14186649974413781,0.0711596745923386,0
242,Hair Dynamics Education Center,3,0,16500.0,6,0.172248804,0.052631579,0
243,San Joaquin Valley College-Temecula,3,0,17384.0,5,0.1259623544467344,0.04793951204880309,0
244,Computer Career Center-Las Cruces,3,0,14725.0,37,0.100597296,0.006758881,0
246,Athena Career Academy,3,0,20415.0,40,0.117647059,0.04793951204880309,0
248,Stratford University,3,0,15135.0,52,0.1259623544467344,0.04793951204880309,0
249,Capella University,3,0,12348.0,27,0.1259623544467344,0.04793951204880309,0
250,Southern Worcester County Regional Voc School District,1,0,13500.0,22,0.15777064504154126,0.09437983713587411,0
251,Shear Finesse Hairstyling Academy,3,0,13100.0,10,0.1259623544467344,0.0,0
255,Cloyd's Beauty School 3 Inc,3,0,6975.0,21,0.1259623544467344,0.0,0
256,Texas Barber Colleges and Hairstyling Schools Branch Campus #1,3,0,12450.0,50,0.084255319,0.04793951204880309,0
257,Colegio Educativo Tecnologico Industrial Inc,2,0,7500.0,44,0.14186649974413781,0.0,0
259,Anthem College-Kansas City,3,0,14563.0,28,0.115515564,0.009241245,0
261,Stevens Institute of Business & Arts,3,0,17640.0,28,0.1259623544467344,0.04793951204880309,0
263,Shorter University,2,0,19670.0,12,0.14186649974413781,0.0711596745923386,0
264,Herzing University-Atlanta,3,0,11880.0,12,0.128298233,0.01755023,0
265,ITT Technical Institute-Arnold,3,0,18048.0,28,0.1259623544467344,0.04793951204880309,0
267,Virginia College-Shreveport Bossier City,3,0,13240.0,21,0.1259623544467344,0.04793951204880309,0
268,Centenary College of Louisiana,2,0,30740.0,21,0.14186649974413781,0.0711596745923386,0
270,Blue Cliff College-Houma,3,0,16185.0,21,0.061151079,0.00647482,0
272,ITI Technical College,3,0,10575.0,21,0.15501906,0.068614994,0
273,Broken Arrow Beauty College-Tulsa,3,0,11475.0,41,0.133333333,0.074074074,0
274,New York Career Institute,3,0,13200.0,39,0.138195777,0.051823417,0
276,University of Aesthetics-Chicago,3,0,10234.0,17,0.1259623544467344,0.0,0
277,Hair Design Institute at Fifth Avenue-New York,3,0,13200.0,39,0.125,0.019817073,0
279,Elmira College,2,0,38150.0,39,0.14186649974413781,0.0711596745923386,0
280,Automotive Training Center-Exton,3,0,38250.0,43,0.150815217,0.08423913,0
283,Houston Training School-Main Campus,3,0,11400.0,50,0.108,0.0,0
284,ITT Technical Institute-Durham,3,0,18048.0,32,0.1259623544467344,0.04793951204880309,0
286,International Yacht Restoration School,2,0,18240.0,46,0.14186649974413781,0.149253731,0
287,Miller-Motte College-Cary,3,0,10659.0,32,0.1259623544467344,0.04793951204880309,0
288,O'Briens Aveda Institute,3,0,15525.0,54,0.163636364,0.04793951204880309,0
289,Advanced Welding Institute,3,0,18000.0,54,0.186813187,0.04793951204880309,0
290,Florida College of Natural Health-Bradenton,3,0,12473.0,10,0.128282071,0.027006752,0
292,Regency Beauty Institute-Rockford,3,0,16200.0,17,0.094486839,0.027951642,0
294,Culinary Institute Inc,3,0,16052.0,50,0.161458333,0.026041667,0
295,Midland University,2,0,27146.0,34,0.152968037,0.136986301,0
296,Park West Barber School,3,0,15735.0,32,0.064873418,0.0,0
301,Instituto de Banca y Comercio Inc,3,0,9875.0,44,0.1259623544467344,0.04793951204880309,0
304,Pat Goins Benton Road Beauty School,3,0,15255.0,21,0.1259623544467344,0.0,0
305,New Professions Technical Institute,3,0,13995.0,10,0.1259623544467344,0.04793951204880309,0
306,Daymar Institute-Nashville,3,0,18000.0,49,0.121235521,0.04793951204880309,0
307,Newschool of Architecture and Design,3,0,24536.0,5,0.157894737,0.087719298,0
309,Kaplan College-Sacramento,3,0,14236.0,5,0.099716714,0.009631728,0
310,Be'er Yaakov Talmudic Seminary,2,0,7600.0,39,0.14186649974413781,0.0,0
311,Northwestern College-Southwestern Campus,3,0,16290.0,17,0.116051243,0.011303693,0
312,Butler Beauty Academy,3,0,13800.0,43,0.098837209,0.04793951204880309,0
313,Dade Medical College-Miami,3,0,47813.0,10,0.1259623544467344,0.04793951204880309,0
315,Ross Medical Education Center-Niles,3,0,15680.0,40,0.1259623544467344,0.04793951204880309,0
317,Middlebury College,2,0,45314.0,54,0.14186649974413781,0.0711596745923386,0
320,Mildred Elley School-Albany Campus,3,0,9456.0,39,0.106031128,0.006322957,0
321,Buchanan Beauty College,3,0,11900.0,49,0.1259623544467344,0.04793951204880309,0
322,Worcester Polytechnic Institute,2,0,42778.0,22,0.14186649974413781,0.0711596745923386,0
324,Yeshiva of Machzikai Hadas,2,0,7300.0,39,0.14186649974413781,0.0,0
325,Southwest School of Business and Technical Careers-Corpus Christi,3,0,14550.0,50,0.056291391,0.04793951204880309,0
326,Remington College-Columbia Campus,2,0,15995.0,47,0.100698487,0.00839847,0
327,Empire Beauty School-Richmond,3,0,18360.0,52,0.107373868,0.023285899,0
328,ITT Technical Institute-Webster,3,0,18048.0,50,0.1259623544467344,0.04793951204880309,0
329,American Commercial College-Odessa,3,0,11880.0,50,0.091254753,0.04793951204880309,0
330,California Miramar University,3,0,7990.0,5,0.1259623544467344,0.04793951204880309,0
331,California Healing Arts College,3,0,15428.0,5,0.119496855,0.04793951204880309,0
332,Ogle School Hair Skin Nails-Denton,3,0,16350.0,50,0.131212724,0.028827038,0
333,Westwood College-Inland Empire,3,0,15134.0,5,0.161740558,0.023399015,0
334,ITT Technical Institute-DeSoto,3,0,18048.0,50,0.1259623544467344,0.04793951204880309,0
335,Florida Academy,3,0,9000.0,10,0.121212121,0.04793951204880309,0
336,Southern Careers Institute-Austin,3,0,18950.0,50,0.085966352,0.003693065,0
339,Dayton School of Medical Massage,3,0,15400.0,40,0.137318255,0.025848142,0
340,Lakeland College,2,0,22950.0,56,0.182758621,0.073275862,0
341,Rasmussen College-Brooklyn Park,3,0,10764.0,27,0.1259623544467344,0.04793951204880309,0
343,Everest College-Torrance,3,0,21388.0,5,0.091216216,0.04793951204880309,0
344,Miller-Motte College-Fayetteville,3,0,10737.0,32,0.1259623544467344,0.04793951204880309,0
345,Pacific College of Oriental Medicine-San Diego,3,0,8088.0,5,0.134328358,0.042288557,0
346,Antonelli College-Cincinnati,3,0,15980.0,40,0.045905707,0.04793951204880309,0
347,New Concept Massage and Beauty School,3,0,11087.0,10,0.1259623544467344,0.0,0
348,The Salon Professional Academy-South Plainfield,3,0,16070.0,36,0.184615385,0.04793951204880309,0
349,Bryan College of Health Sciences,2,0,12711.0,34,0.107806691,0.12267658,0
350,Eastern College of Health Vocations-Little Rock,3,0,9960.0,2,0.06650641,0.04793951204880309,0
352,CollegeAmerica-Stevens Henager College,2,0,16972.0,16,0.109090909,0.0711596745923386,0
353,Vatterott College-Joplin,3,0,12467.0,28,0.1259623544467344,0.04793951204880309,0
354,DeVry University-Pennsylvania,3,0,16010.0,43,0.1259623544467344,0.04793951204880309,0
355,University of Phoenix-Las Vegas Campus,3,0,11291.0,38,0.135500822,0.015967208,0
357,ITT Technical Institute-San Antonio East,3,0,18048.0,50,0.1259623544467344,0.04793951204880309,0
359,Expertise Cosmetology Institute,2,0,14015.0,40,0.14186649974413781,0.0,0
362,ATA Career Education,3,0,9925.0,10,0.097026604,0.007824726,0
364,Widener University-Delaware Campus,2,0,13050.0,9,0.14186649974413781,0.0711596745923386,0
366,Bellus Academy-El Cajon,3,0,20850.0,5,0.105839416,0.051094891,0
368,Marinello Schools of Beauty-Topeka,3,0,15865.0,19,0.088888889,0.023931624,0
370,Memorial School of Nursing,2,0,9445.0,39,0.151162791,0.0711596745923386,0
375,PCI Health Training Center,3,0,14459.0,50,0.157434402,0.04793951204880309,0
376,Bard College at Simon's Rock,2,0,46713.0,22,0.14186649974413781,0.0711596745923386,0
378,Wards Corner Beauty Academy-Norfolk,3,0,18000.0,52,0.1259623544467344,0.0,0
382,Empire Beauty School-Hyannis,3,0,11200.0,22,0.095963756,0.019769358,0
385,National College-Youngstown,3,0,11550.0,40,0.082556591,0.04793951204880309,0
386,University of California-Davis,1,0,13895.0,5,0.15777064504154126,0.09437983713587411,0
387,Bramson ORT College,2,1,11330.0,39,0.121813031,0.0711596745923386,0
388,Educators of Beauty College of Cosmetology-La Salle,3,0,17375.0,17,0.1259623544467344,0.04793951204880309,0
389,Regency Beauty Institute-Madison,3,0,17300.0,56,0.094486839,0.027951642,0
390,Marinello School of Beauty-Murrieta,3,0,18510.0,5,0.10801116,0.017935432,0
391,Florida National University-Main Campus,3,0,13250.0,10,0.080438757,0.005484461,0
392,Trinity Lutheran College,2,0,27042.0,55,0.115384615,0.115384615,0
394,Milan Institute of Cosmetology-Amarillo,3,0,12345.0,50,0.108718305,0.009030914,0
396,Charter College-Canyon Country,3,0,18313.0,5,0.106258442,0.021611887,0
400,Birthwise Midwifery School,3,0,11832.0,24,0.1259623544467344,0.04793951204880309,0
401,Cleveland Institute of Music,2,0,44039.0,40,0.14186649974413781,0.0711596745923386,0
403,Fortis Institute-Fort Lauderdale,3,0,14397.0,10,0.122690318,0.012195122,0
409,Virginia College-Richmond,3,0,4480.0,52,0.1259623544467344,0.04793951204880309,0
411,Regency Beauty Institute-Aurora,3,0,16200.0,17,0.094486839,0.027951642,0
412,Le Moyne-Owen College,2,0,10680.0,49,0.146953405,0.013142174,0
413,ITT Technical Institute-Brooklyn Center,3,0,18048.0,27,0.1259623544467344,0.04793951204880309,0
414,Shawnee Beauty College,3,0,8600.0,41,0.1259623544467344,0.04793951204880309,0
415,Aveda Institute-Lafayette,3,0,18000.0,21,0.131147541,0.065573771,0
417,Arkansas Beauty School,3,0,9559.0,2,0.1259623544467344,0.0,0
419,Rasmussen College - Overland Park,3,0,10764.0,19,0.1259623544467344,0.04793951204880309,0
420,ITT Technical Institute-Everett,3,0,18048.0,55,0.132614555,0.014555256,0
422,Sanford-Brown Institute-Tampa,3,0,14585.0,10,0.128121607,0.035287731,0
425,Evergreen Beauty and Barber College-Bellevue,3,0,15400.0,55,0.180645161,0.04793951204880309,0
426,Standard Beauty College of Oklahoma,3,0,12375.0,41,0.092857143,0.04793951204880309,0
429,Stevens-Henager College of Business-Provo,2,0,16972.0,51,0.14186649974413781,0.0711596745923386,0
430,Concordia University-Portland,2,0,27492.0,42,0.160123967,0.111570248,0
432,Skidmore College,2,0,45874.0,39,0.14186649974413781,0.0711596745923386,0
433,The Art Institute of Pittsburgh,3,0,17632.0,43,0.1259623544467344,0.04793951204880309,0
435,Ursuline College,2,0,26720.0,40,0.148837209,0.093023256,0
441,DeVry University-Georgia,3,0,16010.0,12,0.1259623544467344,0.04793951204880309,0
443,Texas Barber Colleges and Hairstyling Schools Branch Campus #2,3,0,12450.0,50,0.084255319,0.04793951204880309,0
444,Everest Institute-Cross Lanes,3,0,18700.0,57,0.078451883,0.04793951204880309,0
447,Pat Goins Ruston Beauty School,3,0,13965.0,21,0.1259623544467344,0.04793951204880309,0
448,Calumet College of Saint Joseph,2,0,15620.0,18,0.134057971,0.050724638,0
451,Salon Professional Academy,3,0,15787.0,49,0.1259623544467344,0.131578947,0
454,Daymar College-Scottsville,3,0,18000.0,20,0.091312057,0.04793951204880309,0
455,Antonelli College-Jackson,3,0,15980.0,30,0.045905707,0.04793951204880309,0
456,Mandl School-The College of Allied Health,3,0,12095.0,39,0.122186495,0.04793951204880309,0
458,Strayer University-Roswell Campus,3,0,15495.0,12,0.138014931,0.012998267,0
459,Sharp Edgez Barber Institute,3,0,6500.0,39,0.1259623544467344,0.0,0
460,American Beauty Academy,3,0,16950.0,43,0.087108014,0.05923345,0
464,Hohokus School-RETS Nutley,3,0,16965.0,36,0.1259623544467344,0.04793951204880309,0
465,William Carey University,2,0,10800.0,30,0.16538192,0.031534688,0
466,Everest College-Merrillville,3,0,18841.0,18,0.104495268,0.010252366,0
467,National Massage Therapy Institute,3,0,14175.0,43,0.1259623544467344,0.04793951204880309,0
468,Union Institute & University,2,0,11904.0,40,0.14186649974413781,0.0711596745923386,0
470,The Art Institutes International–Kansas City,3,0,17668.0,19,0.1259623544467344,0.04793951204880309,0
471,ITT Technical Institute-Clive,3,0,18048.0,15,0.1259623544467344,0.04793951204880309,0
472,Everest College-Aurora,3,0,15660.0,6,0.121533442,0.014681892,0
474,Virginia Intermont College,2,0,24642.0,52,0.142857143,0.120879121,0
475,North Florida Academy,3,0,9950.0,10,0.1259623544467344,0.04793951204880309,0
476,New England Culinary Institute,3,0,88550.0,54,0.113636364,0.165584416,0
477,Brown Mackie College-Northern Kentucky,3,0,12114.0,20,0.1259623544467344,0.04793951204880309,0
478,Professional Beauty School,3,0,11800.0,55,0.1259623544467344,0.0,0
481,Everest College-San Bernardino,3,0,13572.0,5,0.093220339,0.04793951204880309,0
485,Spa Tech Institute-Westbrook,3,0,14500.0,24,0.142424242,0.065151515,0
486,Universal Therapeutic Massage Institute,3,0,8980.0,37,0.1259623544467344,0.04793951204880309,0
487,Concorde Career Institute-San Antonio,3,0,14640.0,50,0.1259623544467344,0.04793951204880309,0
490,Carrington College California-San Leandro,3,0,32351.0,5,0.1259623544467344,0.04793951204880309,0
493,SOLEX Medical Academy,3,0,10095.0,17,0.1259623544467344,0.0,0
495,Hendrix College,2,0,37816.0,2,0.14186649974413781,0.0711596745923386,0
498,Prince Institute-Great Lakes,3,0,9685.0,17,0.142857143,0.068965517,0
499,Interactive Learning Systems-Pasadena,3,0,13025.0,50,0.1259623544467344,0.04793951204880309,0
500,ATS Institute of Technology,3,0,26281.0,40,0.103015075,0.04793951204880309,0
502,Baker College of Flint,2,0,8100.0,26,0.14186649974413781,0.0711596745923386,0
503,ETI Technical College,3,0,9352.0,40,0.089219331,0.04793951204880309,0
506,Torah Temimah Talmudical Seminary,2,0,10450.0,39,0.14186649974413781,0.0,0
507,Everest University-Jacksonville,3,0,14796.0,10,0.084357542,0.00726257,0
508,United Talmudical Seminary,2,0,13200.0,39,0.074444444,0.0,0
509,Colorado Technical University-Greenwood Village,3,0,11290.0,6,0.1259623544467344,0.04793951204880309,0
510,New Tyler Barber College Inc,3,0,13350.0,2,0.1259623544467344,0.0,0
511,SW School of Business & Technical Careers,3,0,14600.0,50,0.1259623544467344,0.0,0
513,York College,2,0,15600.0,34,0.14186649974413781,0.0711596745923386,0
514,Empire Beauty School-Cincinnati,3,0,16320.0,40,0.076696165,0.04793951204880309,0
516,Levittown Beauty Academy,3,0,15000.0,43,0.1259623544467344,0.04793951204880309,0
518,Missouri College,3,0,16391.0,28,0.068152032,0.024901704,0
519,InterCoast Colleges-Riverside,3,0,15223.0,5,0.138429752,0.014876033,0
520,Washington State University-Vancouver,1,0,11386.0,55,0.15777064504154126,0.09437983713587411,0
521,Pivot Point Academy-Evanston,3,0,18351.0,17,0.171171171,0.063063063,0
522,Southeastern Institute-Columbia,3,0,15584.0,47,0.086455331,0.04793951204880309,0
523,Ideal Beauty Academy,3,0,12850.0,18,0.1259623544467344,0.04793951204880309,0
524,International Business College-Indianapolis,3,0,13930.0,18,0.176291793,0.055724417,0
525,William Jewell College,2,0,31000.0,28,0.14186649974413781,0.0711596745923386,0
